Num_acc,Date,Conditions Lumineuses,Conditions Atmosphériques,Etat Surface,Catégorie Route,Vitesse Maximale Autorisée,Type Collision,Nombre Véhicules Impliqués,Nombre Usagers Impliqués,Gravité
8027,2022-01-14 08:27:08,Jour,Normal,Sec,50.0,50.0,,1.0,1.0,1.0
8028,2022-01-13 12:59:23,Jour,Normal,Sec,Autoroute,130.0,Par l'arrière,2.0,2.0,0.0
8029,2022-01-06 20:29:46,Nuit,Normal,Sec,Autoroute,130.0,,1.0,1.0,0.0
8030,2022-01-22 02:45:24,Nuit,Normal,Sec,Route Départementale,80.0,,2.0,,0.0
8034,2022-01-14 01:56:17,Nuit,Normal,Sec,Voie Communale,30.0,,,3.0,0.0
8035,2022-01-05 12:58:55,Jour,Normal,Sec,Voie Communale,40.0,,1.0,2.0,0.0
8036,2022-01-28 14:18:50,Jour,Normal,Sec,Route Nationale,100.0,Autre,1.0,,0.0
8042,2022-01-06 23:56:56,Nuit,Normal,Sec,Autoroute,130.0,,2.0,3.0,1.0
8044,2022-01-26 21:42:29,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,,2.0,1.0
8045,2022-01-06 11:23:19,Jour,Normal,Sec,70.0,70.0,Par le coté,,3.0,0.0
8047,2022-01-30 13:31:07,Jour,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,0.0
8050,2022-01-20 01:45:22,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,,0.0
8056,2022-01-11 08:50:35,Jour,Normal,Sec,Voie Communale,40.0,Autre,1.0,,
8059,2022-01-27 15:08:19,Jour,Normal,Sec,70.0,70.0,Autre,,,0.0
8061,2022-01-28 11:28:47,Jour,Normal,Sec,50.0,50.0,Par le coté,,,1.0
8068,2022-01-25 22:39:20,Nuit,Normal,Sec,70.0,70.0,Par l'arrière,,,
8078,2022-01-30 22:48:36,Nuit,Normal,Sec,90.0,90.0,Autre,1.0,1.0,0.0
8084,2022-01-27 13:52:23,Jour,Normal,Sec,110.0,110.0,Par le coté,2.0,4.0,0.0
8087,2022-01-21 18:31:39,Nuit,Normal,Sec,Voie Communale,30.0,Par l'arrière,2.0,6.0,0.0
8092,2022-01-20 19:01:19,Nuit,Normal,Sec,80.0,80.0,Par le coté,,4.0,1.0
8096,2022-01-26 23:10:47,Nuit,Normal,Sec,Route Départementale,80.0,,1.0,,
8100,2022-01-29 17:29:50,Jour,Normal,Sec,50.0,50.0,Autre,1.0,1.0,0.0
8102,2022-01-10 02:16:46,Nuit,Normal,Sec,Voie Communale,40.0,Autre,1.0,1.0,0.0
8105,2022-01-25 02:01:11,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,,2.0,0.0
8107,2022-01-12 17:11:51,Jour,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,,1.0
8108,2022-01-25 14:08:22,Jour,Normal,Sec,Voie Communale,30.0,,1.0,3.0,0.0
8109,2022-01-11 19:17:30,Nuit,Normal,Sec,Voie Communale,40.0,,3.0,,1.0
8117,2022-01-10 11:05:45,Jour,Normal,Sec,50.0,50.0,Frontale,2.0,2.0,0.0
8119,2022-01-17 19:39:46,Nuit,Normal,Sec,Voie Communale,50.0,,,1.0,0.0
8126,2022-01-10 10:36:31,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,2.0,1.0
8134,2022-01-29 06:12:41,Nuit,Normal,Sec,Voie Communale,50.0,,,6.0,0.0
8146,2022-01-24 05:23:57,Nuit,Normal,Sec,80.0,80.0,Autre,3.0,4.0,0.0
8152,2022-01-26 07:36:39,Nuit,Normal,Sec,Voie Communale,50.0,Frontale,2.0,6.0,
8155,2022-01-24 09:45:38,Jour,Normal,Sec,Voie Communale,40.0,Frontale,2.0,2.0,1.0
8158,2022-01-28 06:51:01,Nuit,Normal,Sec,Route Nationale,110.0,Autre,,6.0,1.0
8161,2022-01-12 23:07:09,Nuit,Normal,Sec,Route Départementale,80.0,Par l'arrière,2.0,2.0,0.0
8164,2022-01-05 09:20:38,Jour,Normal,Sec,Route Départementale,75.0,,2.0,3.0,
8165,2022-01-16 12:45:36,Jour,Normal,Sec,90.0,90.0,Autre,1.0,1.0,
8166,2022-01-28 05:46:05,Nuit,Normal,Sec,Voie Communale,40.0,,2.0,2.0,
8167,2022-01-26 14:09:07,Jour,Normal,Sec,Route Départementale,75.0,,2.0,,1.0
8174,2022-01-15 07:26:10,Nuit,Normal,Sec,Route Nationale,90.0,,2.0,2.0,
8175,2022-01-06 01:36:37,Nuit,Normal,Sec,70.0,70.0,,,5.0,
8176,2022-01-26 16:59:01,Jour,Normal,Sec,Voie Communale,40.0,Autre,1.0,,
8183,2022-01-21 19:27:38,Nuit,Normal,Sec,70.0,70.0,Frontale,2.0,5.0,1.0
8185,2022-01-22 12:11:55,Jour,Normal,Sec,Route Départementale,75.0,,2.0,,
8188,2022-01-11 18:36:51,Nuit,Normal,Sec,Route Départementale,75.0,,,4.0,1.0
8197,2022-01-23 14:45:57,Jour,Normal,Sec,Autoroute,130.0,Autre,,8.0,0.0
8201,2022-01-24 02:32:12,Nuit,Normal,Sec,Voie Communale,50.0,Autre,1.0,1.0,
8206,2022-01-23 02:35:33,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,,
8208,2022-01-06 19:50:37,Nuit,Normal,Sec,Route Nationale,110.0,Autre,1.0,1.0,
8211,2022-01-10 09:09:43,Jour,Normal,Sec,Autoroute,130.0,,,,
8221,2022-01-30 09:27:10,Jour,Normal,Sec,80.0,80.0,,2.0,4.0,0.0
8230,2022-01-05 11:38:14,Jour,Normal,Sec,80.0,80.0,,2.0,2.0,1.0
8231,2022-01-02 00:50:34,Nuit,Normal,Sec,Route Départementale,75.0,Frontale,2.0,,0.0
8235,2022-01-30 16:09:46,Jour,Normal,Sec,Voie Communale,30.0,Frontale,2.0,,0.0
8247,2022-01-28 07:29:01,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,,0.0
8248,2022-01-23 22:50:47,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,,0.0
8255,2022-01-01 14:30:10,Jour,Normal,Sec,Route Départementale,70.0,Autre,,1.0,
8256,2022-01-14 07:20:36,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,5.0,
8259,2022-01-15 10:33:53,Jour,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,2.0,0.0
8260,2022-01-27 13:45:59,Jour,Normal,Sec,70.0,70.0,,2.0,3.0,0.0
8266,2022-01-13 20:27:16,Nuit,Normal,Sec,Voie Communale,40.0,Frontale,2.0,5.0,1.0
8267,2022-01-01 09:49:26,Jour,Normal,Sec,Voie Communale,40.0,,,3.0,
8268,2022-01-26 04:27:12,Nuit,Normal,Sec,70.0,70.0,,2.0,2.0,1.0
8271,2022-01-16 05:29:15,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,,1.0
8284,2022-01-27 05:08:47,Nuit,Normal,Sec,Voie Communale,40.0,,1.0,,
8287,2022-01-27 08:29:20,Jour,Normal,Sec,Autoroute,130.0,Par l'arrière,2.0,2.0,0.0
8291,2022-01-06 09:49:07,Jour,Normal,Sec,Voie Communale,30.0,,2.0,6.0,
8294,2022-01-28 16:00:18,Jour,Normal,Sec,Route Départementale,75.0,Autre,1.0,5.0,0.0
8299,2022-01-16 10:15:09,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,,
8302,2022-01-01 16:37:27,Jour,Normal,Sec,Route Nationale,100.0,Par le coté,,,1.0
8305,2022-01-18 03:11:20,Nuit,Normal,Sec,50.0,50.0,,,6.0,0.0
8306,2022-01-23 08:37:39,Jour,Normal,Sec,Voie Communale,40.0,Autre,1.0,1.0,
8308,2022-01-18 19:16:26,Nuit,Normal,Sec,Voie Communale,50.0,Frontale,2.0,2.0,1.0
8316,2022-01-24 14:43:18,Jour,Normal,Sec,90.0,90.0,Autre,3.0,,
8320,2022-01-11 06:56:51,Nuit,Normal,Sec,Voie Communale,30.0,Par l'arrière,,2.0,1.0
8323,2022-01-15 10:46:48,Jour,Normal,Sec,Autoroute,130.0,Par l'arrière,2.0,,
8325,2022-01-14 11:18:56,Jour,Normal,Sec,70.0,70.0,,2.0,5.0,
8326,2022-01-05 11:55:50,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,,,0.0
8327,2022-01-12 06:03:27,Nuit,Normal,Sec,Route Départementale,70.0,,,,0.0
8340,2022-01-15 18:41:05,Nuit,Normal,Sec,Voie Communale,30.0,Autre,3.0,,0.0
8344,2022-01-13 15:05:15,Jour,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,3.0,0.0
8346,2022-01-29 04:01:16,Nuit,Normal,Sec,Route Départementale,75.0,,2.0,,1.0
8348,2022-01-18 01:49:24,Nuit,Normal,Sec,Route Départementale,80.0,,1.0,1.0,0.0
8353,2022-01-27 11:42:02,Jour,Normal,Sec,Autoroute,130.0,,1.0,1.0,0.0
8355,2022-01-31 18:22:43,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,2.0,
8361,2022-01-25 11:41:44,Jour,Normal,Sec,Voie Communale,40.0,,,2.0,0.0
8368,2022-01-14 03:40:54,Nuit,Normal,Sec,50.0,50.0,Par l'arrière,2.0,5.0,0.0
8374,2022-01-14 15:57:55,Jour,Normal,Sec,Route Nationale,100.0,Par le coté,2.0,3.0,0.0
8375,2022-01-17 05:32:57,Nuit,Normal,Sec,Autoroute,130.0,Frontale,2.0,4.0,1.0
8378,2022-01-28 19:18:02,Nuit,Normal,Sec,Route Départementale,70.0,Par l'arrière,2.0,4.0,0.0
8381,2022-01-10 21:21:42,Nuit,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,6.0,1.0
8386,2022-01-15 05:04:50,Nuit,Normal,Sec,Voie Communale,30.0,Autre,,,0.0
8387,2022-01-13 08:11:13,Nuit,Normal,Sec,Autoroute,130.0,,2.0,,
8396,2022-01-31 08:31:08,Nuit,Normal,Sec,80.0,80.0,Autre,1.0,,
8397,2022-01-30 16:41:58,Jour,Normal,Sec,Voie Communale,30.0,Autre,,2.0,0.0
8399,2022-01-17 19:08:32,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,3.0,0.0
8407,2022-01-29 14:16:20,Jour,Normal,Sec,Route Nationale,90.0,Frontale,,2.0,0.0
8409,2022-01-06 23:02:34,Nuit,Normal,Sec,Route Départementale,75.0,,1.0,1.0,0.0
8414,2022-01-12 02:27:44,Nuit,Normal,Sec,80.0,80.0,Par le coté,2.0,6.0,
8415,2022-01-12 09:23:47,Jour,Normal,Sec,70.0,70.0,Autre,1.0,,
8418,2022-01-13 21:28:57,Nuit,Normal,Sec,Voie Communale,50.0,Autre,1.0,1.0,
8432,2022-01-22 23:03:57,Nuit,Normal,Sec,Route Nationale,90.0,Frontale,2.0,4.0,1.0
8436,2022-01-14 02:52:12,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,7.0,0.0
8448,2022-01-02 22:14:58,Nuit,Normal,Sec,110.0,110.0,,1.0,1.0,0.0
8449,2022-01-30 21:24:22,Nuit,Normal,Sec,50.0,50.0,Par le coté,2.0,5.0,0.0
8461,2022-01-21 09:03:58,Jour,Normal,Sec,70.0,70.0,Frontale,2.0,,0.0
8464,2022-01-10 01:06:22,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,6.0,
8465,2022-01-20 12:33:39,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,,2.0,1.0
8468,2022-01-01 18:56:48,Nuit,Normal,Sec,Autoroute,130.0,,2.0,,0.0
8471,2022-01-24 18:50:23,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,4.0,
8473,2022-01-10 13:47:59,Jour,Normal,Sec,Voie Communale,30.0,Frontale,2.0,6.0,0.0
8474,2022-01-12 11:22:43,Jour,Normal,Sec,Route Départementale,80.0,,3.0,,1.0
8475,2022-01-15 11:14:44,Jour,Normal,Sec,80.0,80.0,Par le coté,,2.0,1.0
8476,2022-01-26 15:34:30,Jour,Normal,Sec,70.0,70.0,Par le coté,2.0,,
8478,2022-01-17 23:44:12,Nuit,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,,0.0
8488,2022-01-13 18:51:59,Nuit,Normal,Sec,Voie Communale,40.0,,1.0,3.0,0.0
8494,2022-01-06 04:39:02,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,4.0,1.0
8495,2022-01-21 06:47:11,Nuit,Normal,Sec,80.0,80.0,,1.0,,
8497,2022-01-24 00:31:09,Nuit,Normal,Sec,50.0,50.0,Par l'arrière,2.0,3.0,0.0
8498,2022-01-18 11:08:04,Jour,Normal,Sec,Autoroute,130.0,,,,
8500,2022-01-16 04:35:30,Nuit,Normal,Sec,50.0,50.0,Autre,1.0,,1.0
8503,2022-01-10 02:28:25,Nuit,Normal,Sec,50.0,50.0,Autre,1.0,1.0,0.0
8504,2022-01-11 13:20:16,Jour,Normal,Sec,90.0,90.0,Par le coté,,4.0,
8508,2022-01-16 00:25:10,Nuit,Normal,Sec,80.0,80.0,Autre,,,1.0
8511,2022-01-23 20:06:32,Nuit,Normal,Sec,Route Nationale,110.0,Autre,4.0,7.0,1.0
8514,2022-01-06 06:38:15,Nuit,Normal,Sec,70.0,70.0,Autre,1.0,,0.0
8515,2022-01-14 12:15:31,Jour,Normal,Sec,Voie Communale,40.0,Par le coté,,2.0,0.0
8517,2022-01-26 11:08:24,Jour,Normal,Sec,70.0,70.0,Autre,1.0,1.0,0.0
8526,2022-01-05 05:39:31,Nuit,Normal,Sec,80.0,80.0,Par le coté,,,1.0
8531,2022-01-15 13:17:18,Jour,Normal,Sec,Voie Communale,40.0,Autre,,1.0,0.0
8535,2022-01-21 09:49:49,Jour,Normal,Sec,Voie Communale,50.0,,,,
8537,2022-01-16 21:08:53,Nuit,Normal,Sec,80.0,80.0,,,3.0,1.0
8538,2022-01-25 12:57:05,Jour,Normal,Sec,Route Départementale,70.0,,2.0,6.0,0.0
8539,2022-01-01 14:44:38,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,,4.0,0.0
8551,2022-01-15 05:57:12,Nuit,Normal,Sec,50.0,50.0,Par l'arrière,,,
8556,2022-01-28 03:36:58,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,
8558,2022-01-22 12:35:00,Jour,Normal,Sec,70.0,70.0,,2.0,3.0,0.0
8569,2022-01-31 16:54:08,Jour,Normal,Sec,Voie Communale,30.0,Frontale,2.0,4.0,1.0
8573,2022-01-31 12:45:32,Jour,Normal,Sec,90.0,90.0,Frontale,,,0.0
8579,2022-01-20 04:38:00,Nuit,Normal,Sec,Route Départementale,75.0,Par l'arrière,2.0,,1.0
8581,2022-01-15 12:17:54,Jour,Normal,Sec,Route Départementale,70.0,Autre,1.0,3.0,0.0
8583,2022-01-13 06:24:28,Nuit,Normal,Sec,70.0,70.0,,,2.0,0.0
8591,2022-01-27 17:50:19,Nuit,Normal,Sec,Voie Communale,50.0,,,4.0,0.0
8592,2022-01-10 00:18:40,Nuit,Normal,Sec,Voie Communale,40.0,,2.0,2.0,1.0
8598,2022-01-10 10:38:53,Jour,Normal,Sec,Route Départementale,80.0,,2.0,2.0,0.0
8601,2022-01-27 21:58:36,Nuit,Normal,Sec,70.0,70.0,Autre,1.0,,0.0
8602,2022-01-10 08:03:32,Nuit,Normal,Sec,70.0,70.0,Frontale,,2.0,
8603,2022-01-13 02:49:05,Nuit,Normal,Sec,50.0,50.0,,2.0,9.0,1.0
8606,2022-01-20 21:28:57,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,,1.0
8611,2022-01-18 12:44:33,Jour,Normal,Sec,Route Départementale,75.0,Par l'arrière,,3.0,
8614,2022-01-20 19:33:32,Nuit,Normal,Sec,70.0,70.0,Autre,,1.0,0.0
8620,2022-01-12 01:40:43,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,2.0,2.0,1.0
8623,2022-01-23 00:35:06,Nuit,Normal,Sec,80.0,80.0,Par le coté,2.0,,1.0
8624,2022-01-21 04:50:46,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,2.0,
8625,2022-01-29 21:04:44,Nuit,Normal,Sec,Route Nationale,100.0,Autre,1.0,4.0,0.0
8626,2022-01-02 03:06:18,Nuit,Normal,Sec,50.0,50.0,,2.0,,0.0
8630,2022-01-24 20:09:47,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,,0.0
8641,2022-01-10 08:16:03,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,3.0,0.0
8659,2022-01-14 06:56:59,Nuit,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,4.0,
8661,2022-01-21 05:43:32,Nuit,Normal,Sec,Route Nationale,100.0,Par le coté,2.0,5.0,0.0
8662,2022-01-12 08:41:54,Jour,Normal,Sec,Route Départementale,75.0,Autre,,7.0,0.0
8675,2022-01-21 08:46:57,Jour,Normal,Sec,Route Départementale,80.0,Par l'arrière,,,0.0
8677,2022-01-24 20:47:22,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,,
8682,2022-01-17 22:03:23,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,,3.0,
8683,2022-01-17 10:37:28,Jour,Normal,Sec,80.0,80.0,,1.0,1.0,1.0
8684,2022-01-13 08:00:32,Jour,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,3.0,0.0
8686,2022-01-31 13:15:54,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,
8687,2022-01-28 01:01:51,Nuit,Normal,Sec,Route Départementale,70.0,Autre,1.0,2.0,
8688,2022-01-20 12:44:50,Jour,Normal,Sec,Route Départementale,80.0,Frontale,,3.0,
8692,2022-01-21 06:42:30,Nuit,Normal,Sec,Route Départementale,70.0,Par l'arrière,,3.0,0.0
8693,2022-01-18 12:28:44,Jour,Normal,Sec,Voie Communale,50.0,Frontale,2.0,,0.0
8695,2022-01-06 13:44:29,Jour,Normal,Sec,Autoroute,130.0,Autre,,,0.0
8710,2022-01-22 12:09:48,Jour,Normal,Sec,Autoroute,130.0,,2.0,6.0,
8711,2022-01-01 22:51:56,Nuit,Normal,Sec,Route Nationale,100.0,,2.0,3.0,1.0
8715,2022-01-31 13:28:44,Jour,Normal,Sec,80.0,80.0,Par le coté,2.0,2.0,
8718,2022-01-22 19:04:36,Nuit,Normal,Sec,Voie Communale,40.0,,,5.0,0.0
8722,2022-01-21 05:30:07,Nuit,Normal,Sec,50.0,50.0,,1.0,1.0,
8729,2022-01-25 14:17:21,Jour,Normal,Sec,Voie Communale,50.0,Autre,,1.0,0.0
8731,2022-01-01 02:11:24,Nuit,Normal,Sec,Voie Communale,30.0,Par l'arrière,2.0,3.0,0.0
8734,2022-01-18 15:16:25,Jour,Normal,Sec,Voie Communale,40.0,Autre,,,
8735,2022-01-14 12:14:24,Jour,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,,0.0
8738,2022-01-30 08:49:29,Jour,Normal,Sec,Voie Communale,40.0,,,2.0,0.0
8757,2022-01-17 09:40:07,Jour,Normal,Sec,Route Nationale,110.0,,1.0,,0.0
8758,2022-01-22 06:51:39,Nuit,Normal,Sec,Route Départementale,75.0,Autre,,1.0,0.0
8763,2022-01-18 17:17:28,Jour,Normal,Sec,50.0,50.0,Par le coté,,4.0,0.0
8765,2022-01-06 05:56:24,Nuit,Normal,Sec,Voie Communale,40.0,Frontale,2.0,,
8778,2022-01-30 21:50:51,Nuit,Normal,Sec,Voie Communale,30.0,Par l'arrière,2.0,,0.0
8783,2022-01-16 07:29:14,Nuit,Normal,Sec,Voie Communale,40.0,Autre,1.0,1.0,1.0
8785,2022-01-30 23:14:33,Nuit,Normal,Sec,Route Départementale,70.0,,1.0,1.0,0.0
8789,2022-01-23 04:43:37,Nuit,Normal,Sec,Autoroute,130.0,,3.0,5.0,
8790,2022-01-10 04:43:22,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,,,
8791,2022-01-12 15:02:47,Jour,Normal,Sec,Voie Communale,50.0,,,3.0,
8793,2022-01-23 14:48:35,Jour,Normal,Sec,Route Départementale,75.0,,1.0,1.0,0.0
8800,2022-01-10 12:09:29,Jour,Normal,Sec,Voie Communale,30.0,Autre,,,0.0
8805,2022-01-06 09:35:44,Jour,Normal,Sec,70.0,70.0,Par le coté,2.0,3.0,0.0
8808,2022-01-22 01:54:25,Nuit,Normal,Sec,Autoroute,130.0,,1.0,1.0,
8821,2022-01-05 02:02:41,Nuit,Normal,Sec,Route Départementale,80.0,Frontale,2.0,2.0,0.0
8823,2022-01-28 08:26:03,Jour,Normal,Sec,Route Départementale,75.0,,2.0,2.0,
8824,2022-01-25 07:58:05,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,2.0,
8825,2022-01-20 05:43:57,Nuit,Normal,Sec,80.0,80.0,Autre,,,0.0
8830,2022-01-05 00:31:54,Nuit,Normal,Sec,Voie Communale,50.0,,2.0,3.0,
8833,2022-01-24 18:31:19,Nuit,Normal,Sec,Voie Communale,50.0,Autre,,1.0,0.0
8846,2022-01-29 22:11:23,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,3.0,
8848,2022-01-20 04:56:56,Nuit,Normal,Sec,Voie Communale,50.0,,1.0,2.0,0.0
8856,2022-01-27 17:35:08,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,2.0,0.0
8859,2022-01-02 15:49:48,Jour,Normal,Sec,Route Nationale,100.0,Autre,1.0,2.0,
8860,2022-01-11 10:39:23,Jour,Normal,Sec,70.0,70.0,,3.0,5.0,1.0
8872,2022-01-28 13:14:54,Jour,Normal,Sec,70.0,70.0,Par l'arrière,2.0,4.0,1.0
8878,2022-01-30 02:30:49,Nuit,Normal,Sec,Voie Communale,40.0,,2.0,,
8884,2022-01-15 11:34:05,Jour,Normal,Sec,Route Nationale,100.0,Autre,,,1.0
8885,2022-01-31 12:01:02,Jour,Normal,Sec,Voie Communale,40.0,,2.0,2.0,0.0
8888,2022-01-05 18:03:42,Nuit,Normal,Sec,Voie Communale,40.0,Autre,,1.0,0.0
8891,2022-01-23 05:08:41,Nuit,Normal,Sec,Voie Communale,50.0,,,3.0,0.0
8895,2022-01-14 15:26:35,Jour,Normal,Sec,Voie Communale,50.0,,2.0,3.0,0.0
8903,2022-01-28 08:48:47,Jour,Normal,Sec,Route Nationale,100.0,Autre,,4.0,1.0
8906,2022-01-28 20:44:07,Nuit,Normal,Sec,70.0,70.0,Par le coté,2.0,,1.0
8916,2022-01-11 16:20:11,Jour,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,
8920,2022-01-18 07:18:14,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,,2.0,0.0
8927,2022-01-18 22:21:24,Nuit,Normal,Sec,Autoroute,130.0,Autre,,4.0,1.0
8928,2022-01-26 17:21:38,Jour,Normal,Sec,Route Départementale,70.0,,2.0,,
8938,2022-01-28 05:09:50,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,2.0,4.0,0.0
8949,2022-01-20 13:35:59,Jour,Normal,Sec,50.0,50.0,Par l'arrière,2.0,5.0,
8950,2022-01-29 17:28:03,Jour,Normal,Sec,Autoroute,130.0,Autre,1.0,2.0,0.0
8953,2022-01-16 12:19:07,Jour,Normal,Sec,Autoroute,130.0,,1.0,1.0,
8955,2022-01-17 06:05:08,Nuit,Normal,Sec,Voie Communale,30.0,Autre,,1.0,
8964,2022-01-27 05:12:56,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,2.0,
8970,2022-01-06 01:51:52,Nuit,Normal,Sec,Voie Communale,40.0,Autre,,5.0,0.0
8973,2022-01-20 14:39:44,Jour,Normal,Sec,Route Départementale,80.0,,,6.0,
8974,2022-01-22 14:38:33,Jour,Normal,Sec,Voie Communale,40.0,,,,
8978,2022-01-01 12:46:28,Jour,Normal,Sec,Autoroute,130.0,,2.0,4.0,1.0
8980,2022-01-22 15:33:04,Jour,Normal,Sec,50.0,50.0,Par le coté,2.0,5.0,1.0
8983,2022-01-26 05:22:58,Nuit,Normal,Sec,50.0,50.0,Par le coté,2.0,,0.0
8987,2022-01-15 20:43:10,Nuit,Normal,Sec,Route Départementale,75.0,Frontale,2.0,3.0,0.0
8993,2022-01-14 07:22:26,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,,0.0
9000,2022-01-20 17:57:04,Jour,Normal,Sec,Autoroute,130.0,Par le coté,2.0,2.0,
9002,2022-01-31 10:32:52,Jour,Normal,Sec,Voie Communale,50.0,,3.0,3.0,0.0
9003,2022-01-29 09:00:44,Jour,Normal,Sec,Route Départementale,75.0,,2.0,,0.0
9007,2022-01-29 20:36:44,Nuit,Normal,Sec,Voie Communale,50.0,Par l'arrière,2.0,6.0,0.0
9008,2022-01-05 15:16:31,Jour,Normal,Sec,Autoroute,130.0,Autre,1.0,1.0,
9009,2022-01-22 05:28:23,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,2.0,
9012,2022-01-31 19:36:04,Nuit,Normal,Sec,Voie Communale,40.0,,1.0,3.0,
9025,2022-01-24 15:54:24,Jour,Normal,Sec,80.0,80.0,Autre,1.0,1.0,
9026,2022-01-06 15:07:18,Jour,Normal,Sec,Route Départementale,75.0,,1.0,2.0,0.0
9032,2022-01-13 01:11:43,Nuit,Normal,Sec,Voie Communale,40.0,Frontale,2.0,7.0,0.0
9035,2022-01-18 20:17:46,Nuit,Normal,Sec,Route Départementale,70.0,Autre,1.0,3.0,0.0
9039,2022-01-01 06:46:41,Nuit,Normal,Sec,80.0,80.0,,,2.0,1.0
9041,2022-01-16 07:29:43,Nuit,Normal,Sec,Route Départementale,70.0,,1.0,1.0,0.0
9045,2022-01-06 08:40:46,Jour,Normal,Sec,Voie Communale,30.0,,2.0,,
9047,2022-01-31 06:05:51,Nuit,Normal,Sec,Route Départementale,75.0,,1.0,,
9054,2022-01-06 08:50:40,Jour,Normal,Sec,50.0,50.0,Par le coté,2.0,2.0,
9064,2022-01-06 17:03:40,Jour,Normal,Sec,80.0,80.0,,2.0,4.0,
9075,2022-01-29 11:22:31,Jour,Normal,Sec,Voie Communale,30.0,Frontale,2.0,,1.0
9081,2022-01-12 22:13:49,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,2.0,
9082,2022-01-28 07:34:51,Nuit,Normal,Sec,Route Nationale,100.0,,,5.0,1.0
9086,2022-01-28 03:19:30,Nuit,Normal,Sec,Route Nationale,90.0,,1.0,,
9095,2022-01-31 09:46:47,Jour,Normal,Sec,Route Départementale,70.0,,,7.0,0.0
9104,2022-01-20 08:36:47,Jour,Normal,Sec,Autoroute,130.0,Frontale,2.0,,0.0
9111,2022-01-13 09:50:13,Jour,Normal,Sec,80.0,80.0,,2.0,3.0,0.0
9112,2022-01-05 23:49:09,Nuit,Normal,Sec,70.0,70.0,,,3.0,0.0
9115,2022-01-16 16:31:59,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,,
9116,2022-01-15 08:24:57,Jour,Normal,Sec,Route Nationale,90.0,Par le coté,,,0.0
9119,2022-01-05 16:38:29,Jour,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,0.0
9122,2022-01-26 15:33:57,Jour,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,4.0,0.0
9123,2022-01-24 19:06:52,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,2.0,0.0
9125,2022-01-02 17:23:35,Jour,Normal,Sec,Route Départementale,75.0,Autre,,1.0,0.0
9127,2022-01-13 22:10:57,Nuit,Normal,Sec,70.0,70.0,,1.0,,0.0
9139,2022-01-27 10:47:53,Jour,Normal,Sec,Route Départementale,80.0,,1.0,2.0,0.0
